voc_id,title,content,user_role,user_id,equipment_id,alarm_code,category,priority,created_at,is_core,difficulty,expected_refusal,source_document_hint,expected_key_points
VOC-2026-0042,Implanter HV ramp time이 평소보다 길어 보입니다,"IMP-HCI-02 담당 EQ 엔지니어입니다. IMP-HCI-02의 0 → setpoint HV ramp time이 baseline 대비 20% 정도 길어 보입니다. 별도 alarm은 뜨지 않고 있고 trip도 발생하지 않았지만, HV power supply 노후 초기 증상일 수 있을 것 같아 모니터링을 강화해야 할지 판단을 부탁드립니다. 단독 조치가 가능한 항목인지, 정기 PM 시 함께 점검할 사안인지도 알려주세요. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0005,IMP-HCI-02,,조치 방법 문의,NORMAL,2026-05-09 04:51:48,Y,hard,N,alarm_code_guide.md#sec-AC-HV-W-001,HV-W-001 (고전압 RAMP 지연) 가능성 — KB orphan|원인: HV PS 노후|POL-SCOPE-001에 따라 KB 단독 조치 절차 없음 — Trend 모니터링 권장
VOC-2026-0043,post-implant 측정 완료까지 시간이 평소보다 늘었습니다,"방금 IMP-HCI-02에서 알람 통보를 받고 즉시 확인했습니다. IMP-HCI-02에서 implant 종료 후 post 측정 완료까지의 시간이 baseline 대비 5초 정도 일관되게 늘어났습니다. 라인 throughput에 즉시 영향이 가는 수준은 아니지만, 이 추세가 계속되면 일별 lot 처리량이 줄어드는 것이 우려됩니다. 단순한 measurement queue 적체인지, 단독 조치 가능한 항목인지 판단해 주세요. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0002,IMP-HCI-02,,조치 방법 문의,NORMAL,2026-04-21 23:49:40,Y,hard,N,alarm_code_guide.md#sec-AC-DOSE-W-001,DOSE-W-001 (Dose 측정 지연) 가능성 — KB orphan|원인: measurement queue 적체|POL-SCOPE-001에 따라 KB 단독 조치 절차 없음 — Trend 모니터링 권장
VOC-2026-0044,공정 압력이 평소보다 미세하게 출렁입니다,"방금 ETCH-DRY-03에서 알람 통보를 받고 즉시 확인했습니다. ETCH-DRY-03에서 공정 중 압력이 setpoint 근방에서 ±3~5% 정도 미세하게 출렁이는 패턴이 보입니다. 30초 이동 표준편차가 setpoint × 5% 부근에서 왔다갔다 하고 있어 PRES-M-001 알람이 곧 뜰 것 같은 양상입니다. throttle valve 미세 진동인지, 가스 라인 진동인지 구분하려면 어떤 데이터를 확인해야 하는지 안내해 주세요. 신속한 진단 의견 부탁드립니다.",EQ_ENG,U0007,ETCH-DRY-03,,조치 방법 문의,HIGH,2026-05-10 21:46:03,Y,hard,N,alarm_code_guide.md#sec-AC-PRES-M-001|troubleshooting_guide.md#sec-SOP-PRES-001,"PRES-M-001 (압력 변동 이상, 30초 이동표준편차 > setpoint × 5%) 가능성|원인: 가스 라인 진동 / throttle 미세진동|SOP-PRES-001 절차 안내"
VOC-2026-0045,MES 응답이 평소보다 느려졌습니다 (S6F11 5초 이상),"CMP-POL-01 메인 챔버 가동 모니터링하다가 확인했습니다. CMP-POL-01 ↔ MES 사이의 S6F11 응답이 평소 1~2초였는데 오늘은 5~7초까지 늘어났습니다. MES 측에서 다른 라인 동시 가동이 많아 host load가 높다는 이야기가 있는데, buffer overflow가 보고된 것은 아닙니다. 이 상태에서 lot 진행을 계속해도 되는지, 임시 대응 절차가 있는지 SOP-COMM-001과 FAQ-007 기준으로 안내해 주세요. 다음 lot 시작 전까지 답변 부탁드립니다.",EQ_ENG,U0001,CMP-POL-01,,조치 방법 문의,HIGH,2026-05-01 04:44:30,Y,hard,N,alarm_code_guide.md#sec-AC-COMM-M-001|troubleshooting_guide.md#sec-SOP-COMM-001,"COMM-M-001 (SECS/GEM 응답 지연, S6F11 > 5초) 가능성|원인: host load 증가 / buffer overflow|SOP-COMM-001 / FAQ-007 안내"
VOC-2026-0046,FLOW-M-001 발생 — 원인이 궁금합니다,"ETCH-DRY-01 CH-A 가동 모니터링하다가 확인했습니다. 지난 주말 PM 이후 발생한 상황이고, FLOW-M-001(MFC 응답 이상, severity M) 알람이 떴는데, 임계치 조건은 'setpoint 변경 후 ±5% 도달 시간 > 3초' 로 알고 있습니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0007,ETCH-DRY-01,FLOW-M-001,알람 원인 문의,NORMAL,2026-04-09 15:41:55,N,filler,N,alarm_code_guide.md#sec-AC-FLOW-M-001,
VOC-2026-0047,TEMP-H-002 원인 진단 자문 요청 (DIFF-FUR-01),"DIFF-FUR-01 담당 EQ 엔지니어입니다. 오늘 오전 9시경부터 발생한 상황이고, TEMP-H-002(히터 Zone 편차 High, severity H) 알람이 떴는데, 임계치 조건은 '다중 zone furnace에서 zone 간 온도차 > 8°C' 로 알고 있습니다. 이 알람의 일반적 원인으로는 zone 히터 단선, TC 노화, 보온재 손상 정도가 알람코드설명서에 적혀 있는데, 우리 설비(DIFF-FUR-01, vendor KOKUSAI, 2019년 설치) 환경에서 어떤 원인이 가장 가능성 높은지 의견 주시면 좋겠습니다 Trend Chart에서 최근 24시간 추이를 확인해 봤는데 명확한 spike는 없어 보였고, 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0004,DIFF-FUR-01,TEMP-H-002,알람 원인 문의,NORMAL,2026-05-01 20:16:12,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-H-002,
VOC-2026-0048,"THIN-CVD-03에서 VAC-W-001 알람, 원인 가능성 문의","THIN-CVD-03 담당 EQ 엔지니어입니다. VAC-W-001(진공 회복 지연, severity W) 알람이 떴는데, 임계치 조건은 '벤트→base pressure 도달 시간이 baseline + 20% 초과' 로 알고 있습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0007,THIN-CVD-03,VAC-W-001,알람 원인 문의,NORMAL,2026-05-05 07:37:06,N,filler,N,alarm_code_guide.md#sec-AC-VAC-W-001,
VOC-2026-0049,GAS-M-001 발생 — 원인이 궁금합니다,"THIN-CVD-02 라인 책임 운영자입니다. 확인 부탁드립니다. 어제 야간조 인수인계 직후 발생한 상황이고, GAS-M-001(가스 압력 이상, severity M) 알람이 떴는데, 임계치 조건은 '공급압력이 spec 대비 ±15% 초과' 로 알고 있습니다. 참고용으로 자료만 안내해 주셔도 좋습니다.",OP,U0015,THIN-CVD-02,GAS-M-001,알람 원인 문의,LOW,2026-04-18 19:10:02,N,filler,N,alarm_code_guide.md#sec-AC-GAS-M-001,
VOC-2026-0050,"ETCH-DRY-02에서 RF-C-001 알람, 원인 가능성 문의","B조 운영입니다. ETCH-DRY-02 가동 중 발생했습니다. 두 시간 전쯤부터 발생한 상황이고, RF-C-001(RF Reflected Power Critical, severity C) 알람이 떴는데, 임계치 조건은 'Reflected / Forward 비율 > 30%' 로 알고 있습니다. 5분 SLA 내 1차 응답 부탁드립니다.",OP,U0018,ETCH-DRY-02,RF-C-001,알람 원인 문의,URGENT,2026-05-09 07:31:12,N,filler,N,alarm_code_guide.md#sec-AC-RF-C-001,
VOC-2026-0051,"IMP-HCI-01에서 DOSE-H-001 알람, 원인 가능성 문의","IMP-HCI-01 현장 근접 점검 중 알람 표시를 확인했습니다. 오늘 오전 9시경부터 발생한 상황이고, DOSE-H-001(Dose 균일도 High, severity H) 알람이 떴는데, 임계치 조건은 'wafer 내 dose 균일도 (1σ) > 1.5%' 로 알고 있습니다. 이 알람의 일반적 원인으로는 beam scan profile drift, Faraday 측정 오차 정도가 알람코드설명서에 적혀 있는데, 우리 설비(IMP-HCI-01, vendor AMAT, 2020년 설치) 환경에서 어떤 원인이 가장 가능성 높은지 의견 주시면 좋겠습니다 Recipe 파라미터는 정상 범위였고, 관련 SOP가 있으면 알려주시면 감사하겠습니다.",FIELD,U0022,IMP-HCI-01,DOSE-H-001,알람 원인 문의,NORMAL,2026-04-23 12:13:39,N,filler,N,alarm_code_guide.md#sec-AC-DOSE-H-001,
VOC-2026-0052,"IMP-HCI-02에서 HV-C-001 알람, 원인 가능성 문의","IMP-HCI-02 주변 정기 순회 중 발견했습니다. HV-C-001(고전압 Trip Critical, severity C) 알람이 떴는데, 임계치 조건은 'Beam current 또는 extraction voltage가 안전 한계 초과로 인터록 작동' 로 알고 있습니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",FIELD,U0019,IMP-HCI-02,HV-C-001,알람 원인 문의,NORMAL,2026-05-09 16:09:44,N,filler,N,alarm_code_guide.md#sec-AC-HV-C-001,
VOC-2026-0053,COMM-M-001 원인 진단 자문 요청 (MTL-INS-01),"MTL-INS-01 담당 EQ 엔지니어입니다. 점심시간 직전부터 발생한 상황이고, COMM-M-001(SECS/GEM 응답 지연, severity M) 알람이 떴는데, 임계치 조건은 'S6F11 응답 시간 > 5초' 로 알고 있습니다. 신속한 진단 의견 부탁드립니다.",EQ_ENG,U0003,MTL-INS-01,COMM-M-001,알람 원인 문의,HIGH,2026-04-25 09:34:47,N,filler,N,alarm_code_guide.md#sec-AC-COMM-M-001,
VOC-2026-0054,TEMP-H-001 발생 — 원인이 궁금합니다,"공정팀 PROC_ENG입니다. DIFF-FUR-02 관련해서 확인 요청드립니다. 지난 주말 PM 이후 발생한 상황이고, TEMP-H-001(챔버 과열 High, severity H) 알람이 떴는데, 임계치 조건은 '챔버 온도 > recipe setpoint + 20°C (예: setpoint 300°C 기준 320°C 초과)' 로 알고 있습니다. 신속한 진단 의견 부탁드립니다.",PROC_ENG,U0011,DIFF-FUR-02,TEMP-H-001,알람 원인 문의,HIGH,2026-04-27 14:16:20,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-H-001,
VOC-2026-0055,"THIN-CVD-02에서 MECH-M-001 알람, 원인 가능성 문의","오늘 THIN-CVD-02의 공정 트렌드를 보다가 이상점을 발견했습니다. 방금 직전 lot 종료 후 발생한 상황이고, MECH-M-001(슬릿밸브 동작 이상, severity M) 알람이 떴는데, 임계치 조건은 'open/close 시간 > spec + 0.5초' 로 알고 있습니다. Critical 단계라 즉시 답변 부탁드립니다.",PROC_ENG,U0008,THIN-CVD-02,MECH-M-001,알람 원인 문의,URGENT,2026-04-15 18:57:17,N,filler,N,alarm_code_guide.md#sec-AC-MECH-M-001,
VOC-2026-0056,"GAS-C-001 발생, 조치 절차 안내 부탁드립니다","공정팀 PROC_ENG입니다. ETCH-DRY-01 관련해서 확인 요청드립니다. GAS-C-001(Toxic Gas 검출 Critical) 알람이 발생해서 챔버 상태를 확인했고, 현재 R-DRY-28 recipe로 lot 진행 중이며, 임계치 조건은 '라인 가스 검출기 농도가 TLV의 50% 초과'이라 spec 이탈은 분명합니다. 참고용으로 자료만 안내해 주셔도 좋습니다.",PROC_ENG,U0009,ETCH-DRY-01,GAS-C-001,조치 방법 문의,LOW,2026-04-02 08:08:22,N,filler,N,alarm_code_guide.md#sec-AC-GAS-C-001|troubleshooting_guide.md#sec-SOP-GAS-001,
VOC-2026-0057,DIFF-RTP-01에서 TEMP-M-001 — 어떤 순서로 점검하면 되나요,"DIFF-RTP-01 담당 EQ 엔지니어입니다. TEMP-M-001(가열 속도 이상) 알람이 발생해서 챔버 상태를 확인했고, 동일 recipe로 어제까지는 정상이었는데 임계치 조건은 'ramp rate가 recipe 대비 ±15% 초과 편차'이라 spec 이탈은 분명합니다. 참고용으로 자료만 안내해 주셔도 좋습니다.",EQ_ENG,U0023,DIFF-RTP-01,TEMP-M-001,조치 방법 문의,LOW,2026-04-28 00:12:34,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-M-001|troubleshooting_guide.md#sec-SOP-TEMP-002,
VOC-2026-0058,THIN-CVD-03에서 VAC-C-001 — 어떤 순서로 점검하면 되나요,"THIN-CVD-03 라인 책임 운영자입니다. 확인 부탁드립니다. 어제부터 간헐적으로 발생한 상황이고, VAC-C-001(챔버 진공 누설 Critical) 알람이 발생해서 챔버 상태를 확인했고, 동일 recipe로 어제까지는 정상이었는데 임계치 조건은 'base pressure 도달 실패 또는 leak rate > 1e-5 Torr·L/s'이라 spec 이탈은 분명합니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",OP,U0016,THIN-CVD-03,VAC-C-001,조치 방법 문의,NORMAL,2026-05-09 21:59:22,N,filler,N,alarm_code_guide.md#sec-AC-VAC-C-001|troubleshooting_guide.md#sec-SOP-VAC-001,
VOC-2026-0059,ETCH-DRY-02에서 COMM-M-001 — 어떤 순서로 점검하면 되나요,"방금 인수인계 받았는데 ETCH-DRY-02 상태가 이상합니다. 어제 야간조 인수인계 직후 발생한 상황이고, COMM-M-001(SECS/GEM 응답 지연) 알람이 발생해서 챔버 상태를 확인했고, 다음 lot 시작 전에 해소되어야 하는 상황이라 임계치 조건은 'S6F11 응답 시간 > 5초'이라 spec 이탈은 분명합니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",OP,U0013,ETCH-DRY-02,COMM-M-001,조치 방법 문의,NORMAL,2026-05-02 12:35:11,N,filler,N,alarm_code_guide.md#sec-AC-COMM-M-001|troubleshooting_guide.md#sec-SOP-COMM-001,
VOC-2026-0060,TEMP-H-002 표준 대응 절차 확인 요청,"방금 DIFF-FUR-02에서 알람 통보를 받고 즉시 확인했습니다. 두 시간 전쯤부터 발생한 상황이고, TEMP-H-002(히터 Zone 편차 High) 알람이 발생해서 챔버 상태를 확인했고, 직전 PM 직후 첫 lot이라 환경 영향이 의심되는데, 임계치 조건은 '다중 zone furnace에서 zone 간 온도차 > 8°C'이라 spec 이탈은 분명합니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0007,DIFF-FUR-02,TEMP-H-002,조치 방법 문의,NORMAL,2026-04-27 04:03:05,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-H-002|troubleshooting_guide.md#sec-SOP-TEMP-002,
VOC-2026-0061,"RF-W-001 발생, 조치 절차 안내 부탁드립니다","THIN-CVD-01 현장 근접 점검 중 알람 표시를 확인했습니다. 오전 PM 작업 직후 발생한 상황이고, RF-W-001(RF 출력 변동 Warning) 알람이 발생해서 챔버 상태를 확인했고, LOT-20260514-037 가동 중에 발생했고, 임계치 조건은 '60초 표준편차 > 평균 × 3%'이라 spec 이탈은 분명합니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",FIELD,U0022,THIN-CVD-01,RF-W-001,조치 방법 문의,NORMAL,2026-04-15 22:50:58,N,filler,N,alarm_code_guide.md#sec-AC-RF-W-001|troubleshooting_guide.md#sec-SOP-RF-002,
VOC-2026-0062,CMP-POL-01에서 MECH-W-001 — 어떤 순서로 점검하면 되나요,"CMP-POL-01 주변 정기 순회 중 발견했습니다. 오늘 오전 9시경부터 발생한 상황이고, MECH-W-001(진동 센서 경고) 알람이 발생해서 챔버 상태를 확인했고, LOT-20260514-078 가동 중에 발생했고, 임계치 조건은 '베어링 진동 RMS > baseline × 1.5'이라 spec 이탈은 분명합니다. 다음 lot 시작 전까지 답변 부탁드립니다.",FIELD,U0019,CMP-POL-01,MECH-W-001,조치 방법 문의,HIGH,2026-05-14 01:02:37,N,filler,N,alarm_code_guide.md#sec-AC-MECH-W-001,
VOC-2026-0063,THIN-CVD-02 Trend Chart 최신 데이터가 1시간 전 이후로 갱신되지 않습니다,"센서/배관 청소 작업 중 THIN-CVD-02에서 평소와 다른 점이 보였습니다. 어제 야간조 인수인계 직후 발생한 상황이고, THIN-CVD-02 Trend Chart를 열어 봤는데 최신 데이터가 1시간 전 이후로 갱신되지 않습니다. 신속한 진단 의견 부탁드립니다.",FIELD,U0021,THIN-CVD-02,,Trend Chart 조회 오류,HIGH,2026-04-23 20:27:16,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0064,DIFF-FUR-03 Trend Chart 차트가 통째로 비어 있습니다,"방금 DIFF-FUR-03에서 알람 통보를 받고 즉시 확인했습니다. 점심시간 직전부터 발생한 상황이고, DIFF-FUR-03 Trend Chart를 열어 봤는데 차트가 통째로 비어 있습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0002,DIFF-FUR-03,,Trend Chart 조회 오류,NORMAL,2026-04-17 19:49:56,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0065,PHOTO-CTR-01 Trend Chart 차트가 통째로 비어 있습니다,"야간조 운영입니다. PHOTO-CTR-01 가동 중 발생했습니다. 점심시간 직전부터 발생한 상황이고, PHOTO-CTR-01 Trend Chart를 열어 봤는데 차트가 통째로 비어 있습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",OP,U0017,PHOTO-CTR-01,,Trend Chart 조회 오류,NORMAL,2026-05-07 07:34:06,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0066,CLN-WET-02 Trend Chart 차트가 통째로 비어 있습니다,"CLN-WET-02 담당 EQ 엔지니어입니다. 방금 직전 lot 종료 후 발생한 상황이고, CLN-WET-02 Trend Chart를 열어 봤는데 차트가 통째로 비어 있습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0006,CLN-WET-02,,Trend Chart 조회 오류,NORMAL,2026-04-09 19:54:34,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0067,THIN-CVD-01 Trend Chart 조회 시 timeout이 발생합니다,"센서/배관 청소 작업 중 THIN-CVD-01에서 평소와 다른 점이 보였습니다. 오전 PM 작업 직후 발생한 상황이고, THIN-CVD-01 Trend Chart를 열어 봤는데 조회 시 timeout이 발생합니다. 여유 있을 때 회신 주시면 됩니다.",FIELD,U0020,THIN-CVD-01,,Trend Chart 조회 오류,LOW,2026-04-06 11:56:03,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0068,IMP-HCI-01 Trend Chart 최신 데이터가 1시간 전 이후로 갱신되지 않습니다,"IMP-HCI-01 메인 챔버 가동 모니터링하다가 확인했습니다. 점심시간 직전부터 발생한 상황이고, IMP-HCI-01 Trend Chart를 열어 봤는데 최신 데이터가 1시간 전 이후로 갱신되지 않습니다. 참고용으로 자료만 안내해 주셔도 좋습니다.",EQ_ENG,U0024,IMP-HCI-01,,Trend Chart 조회 오류,LOW,2026-04-05 13:50:37,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0069,ETCH-DRY-02 Trend Chart 조회 시 timeout이 발생합니다,"오늘 ETCH-DRY-02 정기 점검 중 발견했습니다. 오늘 오전 9시경부터 발생한 상황이고, ETCH-DRY-02 Trend Chart를 열어 봤는데 조회 시 timeout이 발생합니다. 조회를 누르면 30초 이상 대기 후 timeout이 뜨고 차트는 그려지지 않으며 수집 누락인지 DAQ 이슈인지 통신 단절(COMM-W-001/002) 영향인지 구분이 안 되어, 어떤 순서로 진단해야 하는지 시스템사용매뉴얼 §SM-TRD-002와 FAQ-002 내용을 토대로 안내 부탁드립니다 EAP 재시작은 한 번 시도해 봤지만 동일 증상이 다시 나타났으며, 다음 lot 시작 전까지 답변 부탁드립니다.",EQ_ENG,U0006,ETCH-DRY-02,,Trend Chart 조회 오류,HIGH,2026-04-07 02:14:48,N,filler,N,system_user_manual.md#sec-SM-TRD-002|faq.md#sec-FAQ-002,
VOC-2026-0070,CMP-POL-01 어제 일부 시간대 데이터 누락 확인 요청,"오늘 CMP-POL-01의 공정 트렌드를 보다가 이상점을 발견했습니다. 오늘 오전 9시경부터 발생한 상황이고, CMP-POL-01 어제 자정~새벽 4시 구간의 sensor 데이터가 비어 있는 것 같습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",PROC_ENG,U0009,CMP-POL-01,,데이터 누락 문의,NORMAL,2026-04-14 18:53:00,N,filler,N,system_user_manual.md#sec-SM-TRD-002,
VOC-2026-0071,ETCH-DRY-03 어제 일부 시간대 데이터 누락 확인 요청,B조 운영입니다. ETCH-DRY-03 가동 중 발생했습니다. ETCH-DRY-03 어제 자정~새벽 4시 구간의 sensor 데이터가 비어 있는 것 같습니다. 신속한 진단 의견 부탁드립니다.,OP,U0017,ETCH-DRY-03,,데이터 누락 문의,HIGH,2026-05-07 09:31:58,N,filler,N,system_user_manual.md#sec-SM-TRD-002,
VOC-2026-0072,ETCH-DRY-01 어제 일부 시간대 데이터 누락 확인 요청,"ETCH-DRY-01 CH-A 가동 모니터링하다가 확인했습니다. 어제부터 간헐적으로 발생한 상황이고, ETCH-DRY-01 어제 자정~새벽 4시 구간의 sensor 데이터가 비어 있는 것 같습니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",EQ_ENG,U0002,ETCH-DRY-01,,데이터 누락 문의,NORMAL,2026-04-12 01:40:48,N,filler,N,system_user_manual.md#sec-SM-TRD-002,
VOC-2026-0073,THIN-CVD-03 어제 일부 시간대 데이터 누락 확인 요청,"오늘 THIN-CVD-03 정기 점검 중 발견했습니다. 지난 주말 PM 이후 발생한 상황이고, THIN-CVD-03 어제 자정~새벽 4시 구간의 sensor 데이터가 비어 있는 것 같습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0004,THIN-CVD-03,,데이터 누락 문의,NORMAL,2026-04-14 05:08:30,N,filler,N,system_user_manual.md#sec-SM-TRD-002,
VOC-2026-0074,CMP-POL-03 어제 일부 시간대 데이터 누락 확인 요청,"방금 인수인계 받았는데 CMP-POL-03 상태가 이상합니다. 지난 주말 PM 이후 발생한 상황이고, CMP-POL-03 어제 자정~새벽 4시 구간의 sensor 데이터가 비어 있는 것 같습니다. 같은 시간대 다른 설비는 정상으로 보이는데 우리 설비만 누락된 상태라, 통신 단절 이벤트가 있었는지, DAQ 모듈 jitter(COMM-W-002)에 해당하는지, 아니면 해당 구간에 PM이 있었는지 확인 부탁드립니다 Recipe 파라미터는 정상 범위였고, 5분 SLA 내 1차 응답 부탁드립니다.",OP,U0017,CMP-POL-03,,데이터 누락 문의,URGENT,2026-05-06 01:53:26,N,filler,N,system_user_manual.md#sec-SM-TRD-002,
VOC-2026-0075,임계치 변경 신청 — VAC-C-001,"[해당 없음] 현장 근접 점검 중 알람 표시를 확인했습니다. 방금 직전 lot 종료 후 발생한 상황이고, VAC-C-001(챔버 진공 누설 Critical) 알람이 최근 30일 동안 빈번하게 발생하고 있는데, 실제 공정 영향이 미미한 false alarm 비율이 높은 것으로 분석됩니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",FIELD,U0022,,VAC-C-001,임계치 설정 문의,NORMAL,2026-04-22 16:32:10,N,filler,N,operation_policy.md#sec-POL-CHG-001|operation_policy.md#sec-POL-PERM-002,
VOC-2026-0076,PRES-H-001 임계치 -10% 조정 검토 요청,"C조 운영입니다. [해당 없음] 가동 중 발생했습니다. 오전 PM 작업 직후 발생한 상황이고, PRES-H-001(챔버 압력 High) 알람이 최근 30일 동안 빈번하게 발생하고 있는데, 실제 공정 영향이 미미한 false alarm 비율이 높은 것으로 분석됩니다. Critical 단계라 즉시 답변 부탁드립니다.",OP,U0025,,PRES-H-001,임계치 설정 문의,URGENT,2026-05-04 05:39:24,N,filler,N,operation_policy.md#sec-POL-CHG-001|operation_policy.md#sec-POL-PERM-002,
VOC-2026-0077,PRES-M-001 false alarm이 많아 임계치 재검토 필요,"오늘 [해당 없음] 정기 점검 중 발견했습니다. 지난 주말 PM 이후 발생한 상황이고, PRES-M-001(압력 변동 이상) 알람이 최근 30일 동안 빈번하게 발생하고 있는데, 실제 공정 영향이 미미한 false alarm 비율이 높은 것으로 분석됩니다. 현재 임계치 '30초 이동표준편차 > setpoint × 5%'를 -10% 수준으로 조정 검토하고 싶습니다. 신청 절차(POL-CHG-001)와 승인 권한(POL-PERM-002), 필요한 정량 근거 양식을 안내 부탁드립니다 Trend Chart에서 최근 24시간 추이를 확인해 봤는데 명확한 spike는 없어 보였고, 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0003,,PRES-M-001,임계치 설정 문의,NORMAL,2026-04-16 12:32:40,N,filler,N,operation_policy.md#sec-POL-CHG-001|operation_policy.md#sec-POL-PERM-002,
VOC-2026-0078,GAS-C-001 임계치 +5% 조정 검토 요청,"[해당 없음] 담당 EQ 엔지니어입니다. 두 시간 전쯤부터 발생한 상황이고, GAS-C-001(Toxic Gas 검출 Critical) 알람이 최근 30일 동안 빈번하게 발생하고 있는데, 실제 공정 영향이 미미한 false alarm 비율이 높은 것으로 분석됩니다. 현재 임계치 '라인 가스 검출기 농도가 TLV의 50% 초과'를 +5% 수준으로 조정 검토하고 싶습니다. 신청 절차(POL-CHG-001)와 승인 권한(POL-PERM-002), 필요한 정량 근거 양식을 안내 부탁드립니다 동일 카테고리의 다른 설비는 정상 가동 중이라. 라인 정지 영향이 있어 빠른 회신이 필요합니다.",EQ_ENG,U0023,,GAS-C-001,임계치 설정 문의,URGENT,2026-04-08 05:53:41,N,filler,N,operation_policy.md#sec-POL-CHG-001|operation_policy.md#sec-POL-PERM-002,
VOC-2026-0079,RF-M-001 false alarm이 많아 임계치 재검토 필요,"[해당 없음] 메인 챔버 가동 모니터링하다가 확인했습니다. 오늘 오전 9시경부터 발생한 상황이고, RF-M-001(RF Matching 불량) 알람이 최근 30일 동안 빈번하게 발생하고 있는데, 실제 공정 영향이 미미한 false alarm 비율이 높은 것으로 분석됩니다. 참고용으로 자료만 안내해 주셔도 좋습니다.",EQ_ENG,U0002,,RF-M-001,임계치 설정 문의,LOW,2026-04-04 04:42:56,N,filler,N,operation_policy.md#sec-POL-CHG-001|operation_policy.md#sec-POL-PERM-002,
VOC-2026-0080,IMP-HCI-02 대시보드 상태와 실제 가동 상태 불일치,"방금 IMP-HCI-02에서 알람 통보를 받고 즉시 확인했습니다. 지난 주말 PM 이후 발생한 상황이고, IMP-HCI-02 대시보드에는 IDLE로 표시되어 있는데 현장 콘솔에서는 lot이 정상 진행 중입니다. 근무시간 내 답변 부탁드립니다.",EQ_ENG,U0024,IMP-HCI-02,,설비 상태 불일치,LOW,2026-05-05 20:54:57,N,filler,N,faq.md#sec-FAQ-003,
VOC-2026-0081,THIN-PVD-01 대시보드 상태와 실제 가동 상태 불일치,수율 회의 준비 중 THIN-PVD-01 데이터에서 의문점이 생겼습니다. THIN-PVD-01 대시보드에는 IDLE로 표시되어 있는데 현장 콘솔에서는 lot이 정상 진행 중입니다. 근무시간 내 답변 부탁드립니다.,PROC_ENG,U0008,THIN-PVD-01,,설비 상태 불일치,LOW,2026-04-06 00:15:21,N,filler,N,faq.md#sec-FAQ-003,
VOC-2026-0082,THIN-CVD-01 대시보드 상태와 실제 가동 상태 불일치,"A조 운영입니다. THIN-CVD-01 가동 중 발생했습니다. 방금 직전 lot 종료 후 발생한 상황이고, THIN-CVD-01 대시보드에는 IDLE로 표시되어 있는데 현장 콘솔에서는 lot이 정상 진행 중입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",OP,U0018,THIN-CVD-01,,설비 상태 불일치,NORMAL,2026-05-03 04:08:59,N,filler,N,faq.md#sec-FAQ-003,
