alarm_event_id,occurred_at,equipment_id,chamber,alarm_code,severity,duration_sec,status,recipe_id,lot_id
AE-20260326-0210,2026-03-26 13:58:55,THIN-CVD-02,CH-B,VAC-W-001,W,18,CLEARED,,LOT-20260326-133
AE-20260326-0211,2026-03-26 14:50:29,THIN-CVD-02,CH-B,PRES-H-001,H,335,ACKNOWLEDGED,,LOT-20260326-076
AE-20260327-0212,2026-03-27 02:29:06,MTL-MES-01,,MECH-H-001,H,773,CLEARED,R-MES-25,LOT-20260327-114
AE-20260327-0213,2026-03-27 07:42:59,DIFF-FUR-01,Z4,COMM-H-001,H,375,CLEARED,R-FUR-08,LOT-20260327-113
AE-20260327-0214,2026-03-27 10:04:24,DIFF-FUR-02,Z1,COMM-W-001,W,37,ACKNOWLEDGED,R-FUR-28,LOT-20260327-101
AE-20260327-0215,2026-03-27 11:18:21,IMP-HCI-02,,REC-H-001,H,605,CLEARED,R-HCI-24,LOT-20260327-069
AE-20260327-0216,2026-03-27 12:40:13,PHOTO-CTR-01,,COMM-W-001,W,87,OPEN,R-CTR-01,LOT-20260327-069
AE-20260328-0217,2026-03-28 03:11:54,MTL-MES-01,,COMM-W-001,W,77,CLEARED,,LOT-20260328-042
AE-20260328-0218,2026-03-28 10:57:47,DIFF-RTP-01,CH-A,TEMP-M-001,M,253,CLEARED,R-RTP-13,
AE-20260328-0219,2026-03-28 13:39:44,CMP-POL-02,,REC-H-001,H,76,CLEARED,,LOT-20260328-083
AE-20260328-0220,2026-03-28 16:58:42,THIN-CVD-02,CH-A,PRES-M-001,M,150,CLEARED,R-CVD-08,LOT-20260328-164
AE-20260328-0221,2026-03-28 19:11:35,THIN-PVD-02,CH-B,VAC-M-001,M,152,CLEARED,,
AE-20260328-0222,2026-03-28 21:36:14,THIN-CVD-03,CH-A,VAC-M-001,M,150,CLEARED,R-CVD-14,LOT-20260328-055
AE-20260329-0223,2026-03-29 00:43:50,ETCH-DRY-03,CH-A,COMM-W-002,W,118,CLEARED,,LOT-20260329-149
AE-20260329-0224,2026-03-29 01:41:39,ETCH-DRY-03,CH-B,FLOW-M-001,M,172,CLEARED,R-DRY-18,LOT-20260329-055
AE-20260329-0225,2026-03-29 03:10:03,IMP-HCI-02,,REC-W-001,W,101,CLEARED,R-HCI-15,
AE-20260329-0226,2026-03-29 04:21:36,CLN-WET-01,,REC-W-001,W,83,CLEARED,R-CLN-29,LOT-20260329-020
AE-20260329-0227,2026-03-29 15:03:00,DIFF-FUR-02,Z3,FLOW-W-001,W,57,CLEARED,R-FUR-08,
AE-20260329-0228,2026-03-29 15:56:29,CMP-POL-01,,MECH-W-001,W,103,ACKNOWLEDGED,,LOT-20260329-200
AE-20260329-0229,2026-03-29 16:55:11,CMP-POL-03,,REC-W-001,W,50,CLEARED,,
AE-20260329-0230,2026-03-29 17:37:24,DIFF-FUR-02,Z4,COMM-M-001,M,157,ACKNOWLEDGED,R-FUR-03,LOT-20260329-115
AE-20260329-0231,2026-03-29 18:33:33,ETCH-DRY-03,CH-B,VAC-W-001,W,6,CLEARED,R-DRY-09,LOT-20260329-032
AE-20260329-0232,2026-03-29 21:27:16,ETCH-DRY-02,CH-A,COMM-W-002,W,73,CLEARED,R-DRY-01,LOT-20260329-011
AE-20260329-0233,2026-03-29 22:26:31,PHOTO-CTR-02,,CHEM-W-001,W,7,CLEARED,R-CTR-23,
AE-20260330-0234,2026-03-30 02:27:42,CMP-POL-02,,REC-W-001,W,67,CLEARED,R-POL-27,LOT-20260330-087
AE-20260330-0235,2026-03-30 02:42:49,PHOTO-SCN-01,,COMM-W-001,W,26,CLEARED,,LOT-20260330-083
AE-20260330-0236,2026-03-30 07:46:54,THIN-CVD-02,CH-A,TEMP-M-001,M,268,CLEARED,R-CVD-21,LOT-20260330-067
AE-20260330-0237,2026-03-30 11:11:15,MTL-INS-01,,COMM-M-001,M,152,OPEN,R-INS-01,
AE-20260330-0238,2026-03-30 13:25:50,IMP-HCI-01,,COMM-M-001,M,55,CLEARED,R-HCI-21,
AE-20260330-0239,2026-03-30 15:12:27,ETCH-DRY-02,CH-A,GAS-W-001,W,113,CLEARED,R-DRY-12,LOT-20260330-151
AE-20260330-0240,2026-03-30 23:37:46,DIFF-FUR-02,Z5,REC-W-001,W,87,CLEARED,R-FUR-09,LOT-20260330-169
AE-20260331-0241,2026-03-31 01:35:08,MTL-MES-01,,COMM-M-001,M,89,ACKNOWLEDGED,R-MES-11,
AE-20260331-0242,2026-03-31 09:31:45,PHOTO-CTR-02,,MECH-H-001,H,502,CLEARED,R-CTR-15,LOT-20260331-138
AE-20260331-0243,2026-03-31 09:57:09,MTL-INS-02,,COMM-W-001,W,27,CLEARED,,
AE-20260331-0244,2026-03-31 13:37:21,PHOTO-CTR-01,,CHEM-W-001,W,30,ACKNOWLEDGED,R-CTR-18,
AE-20260331-0245,2026-03-31 13:52:42,THIN-CVD-03,CH-A,RF-W-001,W,93,CLEARED,R-CVD-04,
AE-20260331-0246,2026-03-31 21:18:36,ETCH-DRY-03,CH-D,RF-M-001,M,254,CLEARED,R-DRY-16,LOT-20260331-086
AE-20260331-0247,2026-03-31 21:37:57,CLN-WET-01,,COMM-M-001,M,202,CLEARED,R-CLN-18,
AE-20260331-0248,2026-03-31 23:12:30,ETCH-DRY-03,CH-C,MECH-W-001,W,102,ACKNOWLEDGED,R-DRY-13,
AE-20260331-0249,2026-03-31 23:27:23,THIN-PVD-01,CH-C,VAC-H-001,H,104,CLEARED,,
AE-20260401-0250,2026-04-01 02:08:38,MTL-INS-02,,COMM-M-001,M,196,CLEARED,,
AE-20260401-0251,2026-04-01 04:40:23,MTL-INS-01,,COMM-M-001,M,140,CLEARED,R-INS-02,LOT-20260401-106
AE-20260401-0252,2026-04-01 09:48:08,PHOTO-CTR-01,,COMM-M-001,M,73,CLEARED,R-CTR-05,
AE-20260401-0253,2026-04-01 10:17:33,PHOTO-CTR-01,,REC-W-001,W,96,CLEARED,R-CTR-25,LOT-20260401-147
AE-20260401-0254,2026-04-01 14:24:42,PHOTO-SCN-01,,COMM-M-001,M,12,CLEARED,,LOT-20260401-121
AE-20260401-0255,2026-04-01 16:17:47,PHOTO-SCN-03,,REC-W-001,W,13,CLEARED,,LOT-20260401-032
AE-20260401-0256,2026-04-01 20:08:35,PHOTO-CTR-02,,REC-H-001,H,783,CLEARED,R-CTR-11,LOT-20260401-104
AE-20260402-0257,2026-04-02 14:17:46,IMP-HCI-01,,VAC-H-001,H,503,CLEARED,R-HCI-20,LOT-20260402-105
AE-20260402-0258,2026-04-02 17:18:21,DIFF-FUR-02,Z4,FLOW-W-001,W,33,CLEARED,R-FUR-24,LOT-20260402-083
AE-20260402-0259,2026-04-02 19:53:03,THIN-CVD-02,CH-A,PRES-W-001,W,111,ACKNOWLEDGED,,
AE-20260402-0260,2026-04-02 21:50:37,IMP-HCI-01,,DOSE-W-001,W,15,CLEARED,,LOT-20260402-146
AE-20260402-0261,2026-04-02 22:00:10,PHOTO-CTR-01,,REC-W-001,W,43,CLEARED,R-CTR-13,LOT-20260402-169
AE-20260402-0262,2026-04-02 23:40:06,THIN-CVD-02,CH-A,PRES-M-001,M,97,CLEARED,,
AE-20260403-0263,2026-04-03 00:55:04,IMP-HCI-02,,HV-W-001,W,11,CLEARED,,LOT-20260403-042
AE-20260403-0264,2026-04-03 02:15:56,ETCH-DRY-01,CH-A,FLOW-M-001,M,271,CLEARED,R-DRY-13,LOT-20260403-058
AE-20260403-0265,2026-04-03 09:22:15,THIN-CVD-02,CH-A,TEMP-W-001,W,58,CLEARED,R-CVD-05,LOT-20260403-135
AE-20260403-0266,2026-04-03 15:09:16,DIFF-FUR-02,Z2,FLOW-H-001,H,115,ACKNOWLEDGED,R-FUR-27,LOT-20260403-072
AE-20260403-0267,2026-04-03 21:50:00,IMP-HCI-01,,DOSE-W-001,W,105,OPEN,R-HCI-26,LOT-20260403-073
AE-20260404-0268,2026-04-04 03:16:38,ETCH-DRY-03,CH-A,MECH-W-001,W,58,CLEARED,R-DRY-07,LOT-20260404-199
AE-20260404-0269,2026-04-04 14:33:41,ETCH-DRY-01,CH-B,MECH-W-001,W,21,CLEARED,R-DRY-13,LOT-20260404-175
AE-20260404-0270,2026-04-04 17:06:22,IMP-MCI-01,,DOSE-W-001,W,57,CLEARED,R-MCI-25,LOT-20260404-098
AE-20260405-0271,2026-04-05 01:08:22,ETCH-WET-01,,REC-M-001,M,187,ACKNOWLEDGED,R-WET-23,LOT-20260405-014
AE-20260405-0272,2026-04-05 06:09:41,ETCH-DRY-03,CH-A,RF-M-001,M,164,CLEARED,R-DRY-02,
AE-20260406-0273,2026-04-06 09:21:01,DIFF-FUR-03,Z2,REC-H-001,H,154,CLEARED,R-FUR-07,
AE-20260406-0274,2026-04-06 10:54:09,PHOTO-SCN-02,,REC-M-001,M,208,ACKNOWLEDGED,,
AE-20260406-0275,2026-04-06 15:45:05,PHOTO-SCN-01,,COMM-W-001,W,63,CLEARED,R-SCN-08,
AE-20260406-0276,2026-04-06 23:55:39,DIFF-FUR-02,Z5,GAS-W-001,W,94,CLEARED,R-FUR-16,LOT-20260406-054
AE-20260407-0277,2026-04-07 00:46:24,CLN-WET-01,,REC-H-001,H,558,CLEARED,,
AE-20260407-0278,2026-04-07 03:54:09,DIFF-FUR-02,Z4,GAS-H-001,H,250,CLEARED,R-FUR-27,
AE-20260407-0279,2026-04-07 11:13:13,ETCH-DRY-02,CH-A,COMM-H-001,H,393,CLEARED,R-DRY-18,
AE-20260407-0280,2026-04-07 16:39:56,DIFF-FUR-02,Z4,REC-W-001,W,48,CLEARED,,
AE-20260407-0281,2026-04-07 18:04:31,DIFF-FUR-01,Z1,FLOW-W-001,W,95,CLEARED,R-FUR-22,LOT-20260407-194
AE-20260407-0282,2026-04-07 19:29:19,DIFF-FUR-01,Z3,FLOW-W-001,W,92,CLEARED,R-FUR-05,LOT-20260407-089
AE-20260408-0283,2026-04-08 09:20:24,DIFF-FUR-01,Z2,FLOW-H-001,H,60,CLEARED,,
AE-20260408-0284,2026-04-08 09:36:59,CLN-WET-02,,COMM-M-001,M,190,CLEARED,R-CLN-28,LOT-20260408-022
AE-20260408-0285,2026-04-08 14:34:21,ETCH-DRY-03,CH-C,PRES-M-001,M,19,CLEARED,,LOT-20260408-158
AE-20260408-0286,2026-04-08 16:15:21,THIN-PVD-02,CH-B,COMM-M-001,M,74,CLEARED,,LOT-20260408-005
AE-20260408-0287,2026-04-08 18:17:29,THIN-CVD-02,CH-A,MECH-M-001,M,279,CLEARED,,LOT-20260408-152
AE-20260408-0288,2026-04-08 19:23:00,ETCH-DRY-03,CH-B,RF-W-001,W,99,ACKNOWLEDGED,R-DRY-08,LOT-20260408-021
AE-20260408-0289,2026-04-08 21:26:52,MTL-INS-02,,COMM-H-001,H,671,CLEARED,,LOT-20260408-137
AE-20260408-0290,2026-04-08 21:38:43,ETCH-DRY-03,CH-A,RF-M-001,M,189,CLEARED,,LOT-20260408-098
AE-20260408-0291,2026-04-08 22:50:21,THIN-CVD-01,CH-B,MECH-W-001,W,39,CLEARED,R-CVD-23,LOT-20260408-076
AE-20260408-0292,2026-04-08 23:50:11,IMP-HCI-01,,REC-M-001,M,78,CLEARED,R-HCI-22,LOT-20260408-011
AE-20260409-0293,2026-04-09 13:36:25,PHOTO-SCN-01,,REC-M-001,M,140,CLEARED,,
AE-20260409-0294,2026-04-09 20:53:30,PHOTO-SCN-01,,MECH-H-001,H,754,CLEARED,R-SCN-25,LOT-20260409-036
AE-20260410-0295,2026-04-10 04:11:19,MTL-MES-01,,COMM-M-001,M,256,OPEN,,
AE-20260410-0296,2026-04-10 17:22:26,DIFF-FUR-02,Z3,REC-W-001,W,36,CLEARED,R-FUR-25,LOT-20260410-192
AE-20260411-0297,2026-04-11 01:35:01,DIFF-RTP-01,CH-A,TEMP-M-001,M,213,ACKNOWLEDGED,R-RTP-23,
AE-20260411-0298,2026-04-11 02:40:29,THIN-CVD-02,CH-B,GAS-W-001,W,70,ACKNOWLEDGED,R-CVD-20,LOT-20260411-157
AE-20260411-0299,2026-04-11 04:15:20,MTL-MES-02,,COMM-M-001,M,204,CLEARED,,LOT-20260411-033
AE-20260411-0300,2026-04-11 04:21:14,THIN-PVD-02,CH-A,MECH-H-001,H,217,CLEARED,,
AE-20260411-0301,2026-04-11 08:23:51,ETCH-WET-01,,COMM-M-001,M,208,CLEARED,R-WET-10,
AE-20260411-0302,2026-04-11 17:44:18,THIN-CVD-03,CH-A,RF-H-001,H,518,CLEARED,,LOT-20260411-174
AE-20260411-0303,2026-04-11 20:52:37,THIN-CVD-03,CH-A,REC-M-001,M,187,ACKNOWLEDGED,,LOT-20260411-104
AE-20260411-0304,2026-04-11 22:13:53,MTL-INS-01,,COMM-M-001,M,41,CLEARED,R-INS-07,LOT-20260411-144
AE-20260411-0305,2026-04-11 22:37:40,THIN-CVD-01,CH-B,RF-M-001,M,72,CLEARED,,
AE-20260412-0306,2026-04-12 04:14:24,CLN-WET-01,,COMM-M-001,M,36,CLEARED,R-CLN-30,LOT-20260412-007
AE-20260412-0307,2026-04-12 04:30:49,THIN-CVD-03,CH-A,VAC-M-001,M,65,CLEARED,,
AE-20260412-0308,2026-04-12 06:13:05,DIFF-FUR-02,Z1,COMM-W-001,W,42,ACKNOWLEDGED,,LOT-20260412-154
AE-20260412-0309,2026-04-12 13:21:26,THIN-CVD-03,CH-A,MECH-W-001,W,78,CLEARED,R-CVD-27,
AE-20260412-0310,2026-04-12 16:41:06,PHOTO-SCN-02,,REC-W-001,W,104,CLEARED,R-SCN-25,
AE-20260412-0311,2026-04-12 18:04:00,CMP-POL-03,,COMM-M-001,M,247,CLEARED,,LOT-20260412-043
AE-20260412-0312,2026-04-12 18:34:31,CLN-WET-02,,CHEM-W-001,W,26,CLEARED,,
AE-20260412-0313,2026-04-12 20:56:17,ETCH-DRY-01,CH-B,RF-H-001,H,428,CLEARED,,
AE-20260413-0314,2026-04-13 02:20:48,MTL-INS-01,,COMM-M-001,M,223,ACKNOWLEDGED,,LOT-20260413-200
AE-20260413-0315,2026-04-13 07:07:47,CLN-WET-02,,CHEM-W-001,W,104,CLEARED,,
AE-20260413-0316,2026-04-13 15:22:55,THIN-CVD-01,CH-B,TEMP-M-001,M,247,CLEARED,,LOT-20260413-039
AE-20260413-0317,2026-04-13 18:09:33,ETCH-DRY-03,CH-D,TEMP-W-001,W,74,CLEARED,,LOT-20260413-088
AE-20260413-0318,2026-04-13 18:23:54,THIN-CVD-01,CH-A,PRES-C-001,C,1292,CLEARED,,LOT-20260413-179
AE-20260413-0319,2026-04-13 20:13:17,THIN-CVD-02,CH-B,GAS-M-001,M,163,CLEARED,R-CVD-09,LOT-20260413-028
AE-20260414-0320,2026-04-14 06:45:55,IMP-MCI-01,,MECH-H-001,H,764,CLEARED,,
AE-20260414-0321,2026-04-14 08:43:13,CMP-POL-01,,COMM-W-001,W,108,CLEARED,R-POL-06,LOT-20260414-061
AE-20260414-0322,2026-04-14 13:20:01,CMP-POL-01,,REC-H-001,H,824,CLEARED,,
AE-20260415-0323,2026-04-15 03:54:47,PHOTO-CTR-02,,REC-M-001,M,68,CLEARED,R-CTR-08,
AE-20260415-0324,2026-04-15 12:16:46,CLN-WET-01,,REC-W-001,W,54,CLEARED,,
AE-20260415-0325,2026-04-15 14:32:45,CMP-POL-03,,CHEM-W-001,W,58,CLEARED,R-POL-20,
AE-20260415-0326,2026-04-15 18:25:57,IMP-MCI-01,,REC-H-001,H,595,CLEARED,R-MCI-09,
AE-20260416-0327,2026-04-16 03:27:29,IMP-HCI-02,,REC-H-001,H,423,CLEARED,R-HCI-06,
AE-20260416-0328,2026-04-16 05:00:10,ETCH-DRY-02,CH-B,COMM-W-001,W,33,CLEARED,R-DRY-30,
AE-20260416-0329,2026-04-16 06:25:16,CLN-WET-01,,REC-H-001,H,315,CLEARED,R-CLN-20,LOT-20260416-092
AE-20260416-0330,2026-04-16 06:29:57,THIN-CVD-02,CH-B,COMM-W-001,W,50,CLEARED,R-CVD-17,
AE-20260416-0331,2026-04-16 08:11:28,PHOTO-CTR-01,,CHEM-W-001,W,103,CLEARED,R-CTR-16,LOT-20260416-132
AE-20260416-0332,2026-04-16 09:10:16,DIFF-FUR-02,Z2,GAS-H-001,H,300,ACKNOWLEDGED,R-FUR-22,
AE-20260416-0333,2026-04-16 13:17:21,IMP-MCI-01,,REC-H-001,H,218,CLEARED,R-MCI-10,LOT-20260416-041
AE-20260416-0334,2026-04-16 15:23:56,ETCH-DRY-03,CH-A,MECH-M-001,M,153,ACKNOWLEDGED,,LOT-20260416-199
AE-20260416-0335,2026-04-16 16:48:44,ETCH-DRY-01,CH-A,FLOW-W-001,W,26,CLEARED,,LOT-20260416-045
AE-20260416-0336,2026-04-16 22:20:27,CMP-POL-03,,COMM-H-001,H,237,CLEARED,R-POL-08,
AE-20260417-0337,2026-04-17 07:56:32,MTL-MES-02,,COMM-W-001,W,47,CLEARED,,LOT-20260417-030
AE-20260417-0338,2026-04-17 20:21:55,DIFF-FUR-01,Z3,FLOW-W-001,W,71,CLEARED,R-FUR-25,LOT-20260417-183
AE-20260417-0339,2026-04-17 22:20:46,THIN-CVD-02,CH-A,VAC-W-001,W,34,ACKNOWLEDGED,,
AE-20260418-0340,2026-04-18 02:54:35,DIFF-RTP-01,CH-A,TEMP-M-001,M,298,CLEARED,R-RTP-23,
AE-20260418-0341,2026-04-18 05:30:27,CMP-POL-02,,CHEM-W-001,W,67,CLEARED,R-POL-03,LOT-20260418-166
AE-20260418-0342,2026-04-18 09:24:05,MTL-MES-02,,COMM-M-001,M,282,CLEARED,R-MES-06,LOT-20260418-136
AE-20260419-0343,2026-04-19 00:03:45,ETCH-DRY-01,CH-B,COMM-W-001,W,38,ACKNOWLEDGED,R-DRY-17,
AE-20260419-0344,2026-04-19 17:53:46,PHOTO-SCN-02,,REC-W-001,W,118,CLEARED,R-SCN-25,LOT-20260419-046
AE-20260420-0345,2026-04-20 05:13:10,CMP-POL-02,,COMM-M-001,M,299,ACKNOWLEDGED,,LOT-20260420-090
AE-20260420-0346,2026-04-20 07:37:44,THIN-CVD-02,CH-A,RF-W-001,W,73,CLEARED,R-CVD-04,
AE-20260420-0347,2026-04-20 13:11:31,CMP-POL-01,,MECH-W-001,W,36,ACKNOWLEDGED,R-POL-14,LOT-20260420-124
AE-20260420-0348,2026-04-20 15:35:19,DIFF-FUR-02,Z1,GAS-M-001,M,155,CLEARED,R-FUR-21,
AE-20260420-0349,2026-04-20 22:23:49,PHOTO-CTR-01,,TEMP-M-001,M,78,CLEARED,R-CTR-11,LOT-20260420-025
AE-20260421-0350,2026-04-21 00:36:30,THIN-CVD-02,CH-B,GAS-M-001,M,190,ACKNOWLEDGED,,
AE-20260421-0351,2026-04-21 05:17:48,IMP-MCI-01,,COMM-M-001,M,189,CLEARED,R-MCI-11,LOT-20260421-101
AE-20260421-0352,2026-04-21 05:40:12,IMP-MCI-01,,MECH-M-001,M,34,CLEARED,R-MCI-15,LOT-20260421-124
AE-20260421-0353,2026-04-21 08:43:09,THIN-CVD-02,CH-A,VAC-M-001,M,56,OPEN,,LOT-20260421-035
AE-20260421-0354,2026-04-21 09:20:55,PHOTO-SCN-01,,REC-W-001,W,80,CLEARED,R-SCN-09,LOT-20260421-119
AE-20260421-0355,2026-04-21 11:07:31,PHOTO-SCN-03,,REC-W-001,W,87,CLEARED,R-SCN-18,
AE-20260421-0356,2026-04-21 12:38:31,THIN-CVD-02,CH-A,PRES-M-001,M,199,CLEARED,R-CVD-03,
AE-20260421-0357,2026-04-21 16:42:49,THIN-CVD-01,CH-A,FLOW-W-001,W,65,ACKNOWLEDGED,,LOT-20260421-062
AE-20260421-0358,2026-04-21 21:33:51,IMP-MCI-01,,HV-W-001,W,87,CLEARED,R-MCI-16,LOT-20260421-038
AE-20260422-0359,2026-04-22 01:17:18,ETCH-DRY-03,CH-A,GAS-M-001,M,49,CLEARED,R-DRY-30,LOT-20260422-153
AE-20260422-0360,2026-04-22 05:48:50,ETCH-DRY-01,CH-B,MECH-W-001,W,23,CLEARED,R-DRY-20,LOT-20260422-089
AE-20260422-0361,2026-04-22 07:05:09,THIN-CVD-02,CH-B,PRES-M-001,M,291,CLEARED,R-CVD-16,LOT-20260422-150
AE-20260422-0362,2026-04-22 10:57:38,PHOTO-CTR-02,,CHEM-W-001,W,63,CLEARED,,LOT-20260422-086
AE-20260422-0363,2026-04-22 13:47:40,MTL-INS-01,,MECH-H-001,H,431,CLEARED,,LOT-20260422-195
AE-20260422-0364,2026-04-22 19:18:11,IMP-HCI-02,,VAC-H-001,H,436,CLEARED,,LOT-20260422-163
AE-20260423-0365,2026-04-23 04:34:27,THIN-PVD-01,CH-B,RF-H-001,H,677,CLEARED,,LOT-20260423-166
AE-20260423-0366,2026-04-23 07:36:28,ETCH-DRY-03,CH-B,COMM-M-001,M,25,CLEARED,R-DRY-21,
AE-20260423-0367,2026-04-23 15:35:57,THIN-CVD-02,CH-A,FLOW-W-001,W,77,CLEARED,,LOT-20260423-134
AE-20260423-0368,2026-04-23 15:49:17,CLN-WET-01,,COMM-W-001,W,104,CLEARED,R-CLN-22,LOT-20260423-044
AE-20260423-0369,2026-04-23 18:28:04,ETCH-DRY-01,CH-A,FLOW-H-001,H,812,CLEARED,R-DRY-14,LOT-20260423-135
AE-20260424-0370,2026-04-24 01:35:18,CLN-WET-01,,COMM-W-001,W,28,CLEARED,R-CLN-12,LOT-20260424-019
AE-20260424-0371,2026-04-24 04:36:05,PHOTO-CTR-01,,REC-H-001,H,99,CLEARED,,
AE-20260424-0372,2026-04-24 04:50:15,DIFF-FUR-02,Z3,REC-W-001,W,8,CLEARED,R-FUR-02,
AE-20260424-0373,2026-04-24 18:21:29,PHOTO-SCN-02,,REC-H-001,H,237,CLEARED,R-SCN-15,LOT-20260424-108
AE-20260425-0374,2026-04-25 01:38:56,PHOTO-SCN-02,,COMM-H-001,H,669,CLEARED,R-SCN-16,
AE-20260425-0375,2026-04-25 05:42:21,ETCH-WET-01,,REC-H-001,H,790,CLEARED,R-WET-08,
AE-20260425-0376,2026-04-25 06:17:39,PHOTO-CTR-02,,CHEM-W-001,W,89,CLEARED,R-CTR-21,
AE-20260425-0377,2026-04-25 19:20:55,CMP-POL-03,,REC-H-001,H,487,CLEARED,R-POL-28,
AE-20260425-0378,2026-04-25 22:11:38,CLN-WET-01,,COMM-W-001,W,120,CLEARED,R-CLN-13,
AE-20260426-0379,2026-04-26 01:34:00,THIN-CVD-01,CH-B,FLOW-M-001,M,65,CLEARED,R-CVD-03,LOT-20260426-184
AE-20260426-0380,2026-04-26 05:52:23,PHOTO-CTR-02,,CHEM-W-001,W,50,ACKNOWLEDGED,R-CTR-02,LOT-20260426-014
AE-20260426-0381,2026-04-26 05:57:32,ETCH-DRY-03,CH-D,RF-M-001,M,71,ACKNOWLEDGED,R-DRY-12,
AE-20260426-0382,2026-04-26 07:52:22,CMP-POL-01,,MECH-W-001,W,77,ACKNOWLEDGED,,
AE-20260426-0383,2026-04-26 09:38:51,IMP-MCI-01,,REC-W-001,W,20,CLEARED,R-MCI-22,LOT-20260426-182
AE-20260426-0384,2026-04-26 13:31:56,ETCH-WET-01,,REC-W-001,W,100,CLEARED,,
AE-20260426-0385,2026-04-26 15:41:46,CMP-POL-02,,COMM-M-001,M,292,CLEARED,R-POL-23,
AE-20260426-0386,2026-04-26 18:24:14,CMP-POL-02,,COMM-W-001,W,78,CLEARED,R-POL-23,
AE-20260426-0387,2026-04-26 21:04:52,ETCH-DRY-03,CH-B,MECH-M-001,M,64,CLEARED,,LOT-20260426-074
AE-20260426-0388,2026-04-26 22:18:30,THIN-CVD-03,CH-A,FLOW-W-001,W,21,CLEARED,R-CVD-12,
AE-20260427-0389,2026-04-27 00:05:56,MTL-INS-01,,MECH-H-001,H,118,ACKNOWLEDGED,R-INS-23,LOT-20260427-081
AE-20260427-0390,2026-04-27 04:22:17,DIFF-FUR-02,Z4,REC-W-001,W,6,CLEARED,R-FUR-07,LOT-20260427-080
AE-20260427-0391,2026-04-27 08:02:14,DIFF-FUR-01,Z5,REC-W-001,W,64,CLEARED,R-FUR-10,LOT-20260427-043
AE-20260427-0392,2026-04-27 09:27:43,THIN-PVD-01,CH-A,VAC-M-001,M,79,CLEARED,,LOT-20260427-169
AE-20260427-0393,2026-04-27 16:13:05,MTL-MES-01,,MECH-H-001,H,402,CLEARED,,LOT-20260427-107
AE-20260427-0394,2026-04-27 19:53:10,MTL-INS-02,,MECH-H-001,H,394,CLEARED,R-INS-20,
AE-20260428-0395,2026-04-28 04:17:06,PHOTO-SCN-01,,COMM-H-001,H,584,CLEARED,R-SCN-19,LOT-20260428-134
AE-20260428-0396,2026-04-28 09:45:12,ETCH-DRY-03,CH-B,FLOW-H-001,H,223,CLEARED,,LOT-20260428-133
AE-20260428-0397,2026-04-28 11:09:17,ETCH-WET-01,,REC-W-001,W,62,CLEARED,R-WET-23,LOT-20260428-166
AE-20260428-0398,2026-04-28 14:20:53,ETCH-WET-01,,COMM-W-001,W,78,CLEARED,R-WET-06,
AE-20260428-0399,2026-04-28 15:47:58,THIN-CVD-02,CH-B,PRES-H-001,H,820,CLEARED,,LOT-20260428-101
AE-20260428-0400,2026-04-28 16:29:57,THIN-PVD-02,CH-A,RF-W-001,W,94,CLEARED,R-PVD-03,LOT-20260428-090
AE-20260429-0401,2026-04-29 03:05:53,CMP-POL-02,,REC-W-001,W,68,CLEARED,R-POL-13,
AE-20260429-0402,2026-04-29 10:56:02,CMP-POL-01,,COMM-M-001,M,25,CLEARED,,LOT-20260429-119
AE-20260429-0403,2026-04-29 12:32:50,THIN-CVD-02,CH-A,COMM-W-002,W,78,CLEARED,R-CVD-07,
AE-20260430-0404,2026-04-30 00:33:43,CMP-POL-02,,REC-W-001,W,6,ACKNOWLEDGED,,
AE-20260430-0405,2026-04-30 04:48:24,MTL-MES-02,,COMM-M-001,M,280,CLEARED,R-MES-22,LOT-20260430-153
AE-20260430-0406,2026-04-30 06:58:11,THIN-PVD-01,CH-C,RF-M-001,M,121,CLEARED,R-PVD-13,LOT-20260430-010
AE-20260430-0407,2026-04-30 08:47:14,PHOTO-CTR-01,,TEMP-M-001,M,164,CLEARED,R-CTR-04,LOT-20260430-188
AE-20260430-0408,2026-04-30 16:12:52,DIFF-FUR-01,Z5,REC-H-001,H,802,CLEARED,R-FUR-16,LOT-20260430-042
AE-20260430-0409,2026-04-30 16:37:34,THIN-PVD-01,CH-A,COMM-W-001,W,52,CLEARED,R-PVD-17,LOT-20260430-087
AE-20260430-0410,2026-04-30 17:01:54,ETCH-DRY-03,CH-D,TEMP-H-001,H,277,CLEARED,R-DRY-24,LOT-20260430-005
AE-20260501-0411,2026-05-01 09:28:12,THIN-CVD-03,CH-A,VAC-M-001,M,137,CLEARED,,LOT-20260501-168
AE-20260501-0412,2026-05-01 10:47:06,MTL-INS-01,,COMM-M-001,M,194,CLEARED,,LOT-20260501-089
AE-20260501-0413,2026-05-01 12:58:11,THIN-CVD-03,CH-A,REC-M-001,M,13,CLEARED,,
AE-20260501-0414,2026-05-01 15:42:56,CLN-WET-01,,CHEM-W-001,W,15,CLEARED,R-CLN-07,LOT-20260501-113
AE-20260501-0415,2026-05-01 22:36:25,PHOTO-SCN-03,,COMM-W-001,W,23,CLEARED,R-SCN-19,
AE-20260502-0416,2026-05-02 01:31:23,DIFF-FUR-01,Z2,REC-M-001,M,210,CLEARED,R-FUR-24,LOT-20260502-078
AE-20260502-0417,2026-05-02 05:23:19,THIN-CVD-03,CH-A,REC-W-001,W,105,CLEARED,R-CVD-05,LOT-20260502-004
